RESOURCE_ID,CLAIM_ID,TYP_RESSOURCE,MONTANT,DT_DEBUT,DT_FIN
RES000914,CLM002048,Salaire,1289.14,2025-03-16,
RES000915,CLM002062,Rente SS,505.2,2025-03-06,
RES000916,CLM002064,Salaire,1850.09,2025-12-01,
RES000917,CLM002069,PE,2415.93,2024-03-15,
RES000918,CLM002070,Salaire,831.61,2024-03-28,2025-04-24
RES000919,CLM002072,Autre,715.76,2025-09-17,
RES000920,CLM002072,Salaire,1366.87,2025-02-15,
RES000921,CLM002074,PE,1697.55,2025-09-03,2025-11-22
RES000922,CLM002074,Rente SS,744.0,2025-06-26,
RES000923,CLM002074,Autre,374.97,2025-09-06,
RES000924,CLM002076,PE,2412.18,2024-06-10,2025-08-07
RES000925,CLM002084,Rente SS,2320.55,2025-09-19,
RES000926,CLM002084,Salaire,1851.84,2025-06-14,
RES000927,CLM002084,PE,2331.82,2025-07-10,2025-09-09
RES000928,CLM002087,PE,335.49,2025-04-29,2025-09-01
RES000929,CLM002088,PE,1020.96,2025-04-11,
RES000930,CLM002093,Rente SS,2003.52,2022-11-25,
RES000931,CLM002093,Salaire,763.21,2024-10-30,
RES000932,CLM002093,PE,2208.16,2023-01-28,
RES000933,CLM002102,Rente SS,2429.77,2022-10-03,
RES000934,CLM002106,Salaire,562.39,2023-07-19,2024-01-07
RES000935,CLM002106,PE,1929.54,2025-05-03,
RES000936,CLM002106,Rente SS,1541.89,2024-03-12,
RES000937,CLM002107,Rente SS,2441.97,2024-10-21,2025-06-20
RES000938,CLM002116,Rente SS,1899.76,2025-08-31,
RES000939,CLM002116,PE,1684.46,2025-07-10,
RES000940,CLM002127,Rente SS,1434.18,2025-11-30,
RES000941,CLM002127,Autre,985.61,2025-12-01,2025-12-31
RES000942,CLM002127,Salaire,675.77,2025-11-29,2025-12-30
RES000943,CLM002132,PE,672.89,2025-11-24,2025-12-24
RES000944,CLM002133,Autre,824.3,2024-09-22,
RES000945,CLM002133,PE,1505.64,2024-12-08,
RES000946,CLM002133,Salaire,514.37,2022-10-23,
RES000947,CLM002139,Rente SS,2219.01,2024-07-03,2025-01-05
RES000948,CLM002139,PE,434.13,2023-11-18,
RES000949,CLM002142,Rente SS,499.33,2023-12-12,2025-01-05
RES000950,CLM002142,PE,1536.75,2024-06-30,
RES000951,CLM002145,PE,916.34,2022-05-07,
RES000952,CLM002154,PE,1038.99,2023-10-29,
RES000953,CLM002160,Rente SS,1077.18,2025-09-23,2025-11-07
RES000954,CLM002162,Autre,1629.74,2025-09-14,2025-10-16
RES000955,CLM002162,Rente SS,2101.43,2025-01-07,2025-10-27
RES000956,CLM002164,Salaire,491.71,2025-04-07,
RES000957,CLM002169,Salaire,2172.99,2023-09-10,
RES000958,CLM002169,Autre,731.86,2024-04-05,2024-05-19
RES000959,CLM002173,PE,2159.19,2022-06-09,2022-07-23
RES000960,CLM002179,Rente SS,502.9,2023-10-14,
RES000961,CLM002179,PE,1740.13,2023-06-30,
RES000962,CLM002185,PE,1880.54,2024-06-13,2025-05-15
RES000963,CLM002189,PE,1620.72,2025-04-23,
RES000964,CLM002189,Salaire,1825.21,2025-07-05,
RES000965,CLM002189,Rente SS,1220.56,2025-09-21,2025-12-07
RES000966,CLM002196,PE,429.11,2024-11-25,2025-09-30
RES000967,CLM002196,Salaire,1979.47,2025-11-15,
RES000968,CLM002202,Rente SS,1775.29,2025-02-18,
RES000969,CLM002202,PE,668.77,2025-05-14,2025-07-29
RES000970,CLM002207,Autre,1011.34,2025-05-31,
RES000971,CLM002208,Salaire,2403.15,2022-10-30,2025-04-10
RES000972,CLM002208,PE,1295.83,2025-10-25,
RES000973,CLM002211,PE,2409.96,2025-01-17,
RES000974,CLM002213,PE,1426.66,2025-05-09,2025-07-31
RES000975,CLM002213,Rente SS,1904.86,2025-05-31,2025-09-13
RES000976,CLM002213,Salaire,994.66,2024-08-27,
RES000977,CLM002220,Rente SS,2144.23,2025-07-09,
RES000978,CLM002220,PE,673.39,2023-07-11,2024-11-20
RES000979,CLM002224,Salaire,2129.76,2023-07-21,2025-06-27
RES000980,CLM002226,Rente SS,1820.75,2023-11-18,2024-08-12
RES000981,CLM002226,Autre,2421.94,2025-04-01,
RES000982,CLM002229,Autre,2033.26,2025-01-04,2025-11-05
RES000983,CLM002229,Rente SS,2057.73,2025-02-19,
RES000984,CLM002243,PE,892.0,2025-09-19,
RES000985,CLM002246,Rente SS,1346.47,2024-10-22,2025-06-28
RES000986,CLM002247,Salaire,1077.06,2025-10-19,
RES000987,CLM002253,Salaire,955.81,2025-03-04,
RES000988,CLM002255,Salaire,2157.18,2025-05-03,2025-07-09
RES000989,CLM002255,PE,1361.39,2024-06-16,
RES000990,CLM002255,Rente SS,1097.64,2024-07-23,
RES000991,CLM002256,PE,2419.98,2025-05-18,
RES000992,CLM002259,Salaire,488.37,2025-04-19,
RES000993,CLM002260,PE,2075.08,2024-09-23,2025-10-21
RES000994,CLM002260,Rente SS,1425.67,2023-08-06,2025-09-08
RES000995,CLM002266,Rente SS,407.48,2025-05-27,2025-08-22
RES000996,CLM002266,PE,1280.44,2024-02-19,
RES000997,CLM002269,PE,810.41,2024-05-27,
RES000998,CLM002270,Salaire,567.18,2025-10-27,2025-12-17
RES000999,CLM002271,PE,1044.98,2025-10-19,2025-11-22
RES001000,CLM002275,PE,2244.41,2022-12-08,
RES001001,CLM002281,PE,850.81,2025-11-25,2025-12-25
RES001002,CLM002282,Salaire,1761.4,2024-08-07,2025-06-30
RES001003,CLM002283,Rente SS,1082.54,2024-10-06,
RES001004,CLM002288,Salaire,1477.85,2025-06-09,
RES001005,CLM002290,PE,449.96,2025-09-03,
RES001006,CLM002296,Salaire,319.31,2025-09-27,
RES001007,CLM002296,PE,579.78,2025-09-01,
RES001008,CLM002312,Autre,882.91,2025-11-27,2025-12-31
RES001009,CLM002312,PE,1533.71,2025-11-28,
RES001010,CLM002323,Salaire,2348.88,2022-09-17,
RES001011,CLM002325,Rente SS,1946.03,2025-07-22,2025-08-26
RES001012,CLM002325,PE,1574.71,2025-04-24,2025-06-02
RES001013,CLM002327,PE,732.93,2025-08-24,
RES001014,CLM002328,Salaire,1572.81,2025-01-02,2025-08-01
RES001015,CLM002328,PE,1917.96,2024-01-09,
RES001016,CLM002329,PE,2140.13,2025-03-26,2025-12-21
RES001017,CLM002329,Salaire,2495.15,2024-12-18,
RES001018,CLM002334,Salaire,518.22,2024-08-28,
RES001019,CLM002334,Rente SS,1442.81,2024-04-24,2024-11-09
RES001020,CLM002341,PE,1493.09,2024-04-27,
RES001021,CLM002341,Autre,1842.55,2024-11-19,
RES001022,CLM002341,Salaire,2027.8,2025-02-12,
RES001023,CLM002349,PE,801.99,2024-06-03,
RES001024,CLM002349,Autre,1019.26,2024-06-17,2024-09-10
RES001025,CLM002350,Autre,849.76,2025-07-03,
RES001026,CLM002352,PE,1103.11,2024-04-30,
RES001027,CLM002359,Rente SS,1010.15,2025-08-19,
RES001028,CLM002360,Salaire,2381.4,2025-09-08,
RES001029,CLM002361,PE,1326.91,2024-03-24,
RES001030,CLM002361,Salaire,1953.47,2023-10-29,2024-06-28
RES001031,CLM002363,Rente SS,2053.37,2024-10-04,2024-11-10
RES001032,CLM002364,PE,831.84,2023-05-29,
RES001033,CLM002364,Autre,1229.74,2025-07-08,
RES001034,CLM002364,Rente SS,1086.19,2025-05-07,
RES001035,CLM002365,PE,1149.16,2025-10-05,
RES001036,CLM002372,Rente SS,2241.63,2025-08-18,
RES001037,CLM002373,Salaire,1195.45,2023-01-02,2024-01-25
RES001038,CLM002375,Rente SS,951.09,2024-12-13,2025-09-22
RES001039,CLM002376,PE,2385.03,2025-09-13,2025-12-19
RES001040,CLM002376,Rente SS,371.21,2025-08-07,2025-12-18
RES001041,CLM002378,PE,706.32,2025-08-17,2025-09-16
RES001042,CLM002381,Rente SS,916.68,2025-08-02,
RES001043,CLM002381,Salaire,874.26,2025-05-06,
RES001044,CLM002385,Autre,1134.49,2022-11-10,
RES001045,CLM002385,Rente SS,1433.85,2023-01-29,
RES001046,CLM002388,Rente SS,1004.83,2025-10-24,
RES001047,CLM002388,Salaire,687.27,2025-08-27,2025-11-11
RES001048,CLM002389,Autre,2250.38,2024-07-01,
RES001049,CLM002389,Salaire,698.99,2025-04-27,2025-06-12
RES001050,CLM002391,PE,1175.93,2025-03-24,2025-07-07
RES001051,CLM002393,PE,1267.08,2024-08-19,
RES001052,CLM002393,Salaire,501.21,2024-08-19,
RES001053,CLM002398,Autre,1008.95,2025-09-08,
RES001054,CLM002398,PE,1027.58,2025-10-31,2025-12-13
RES001055,CLM002400,Salaire,1061.48,2025-03-04,
RES001056,CLM002400,Rente SS,350.7,2024-09-17,2025-12-04
RES001057,CLM002408,Salaire,2261.91,2025-06-25,
RES001058,CLM002408,PE,2348.03,2025-09-18,
RES001059,CLM002409,Salaire,1803.29,2024-10-22,
RES001060,CLM002409,Rente SS,1114.76,2025-07-25,
RES001061,CLM002411,Rente SS,1683.31,2024-06-23,
RES001062,CLM002411,PE,2143.21,2025-06-13,
RES001063,CLM002411,Salaire,1040.33,2023-06-29,
RES001064,CLM002412,Rente SS,979.75,2025-09-29,
RES001065,CLM002413,Rente SS,950.78,2025-11-17,
RES001066,CLM002413,PE,1836.16,2025-10-31,2025-12-27
RES001067,CLM002418,Rente SS,1805.78,2025-05-08,
RES001068,CLM002423,Salaire,885.72,2023-01-03,
RES001069,CLM002423,Rente SS,709.6,2025-08-06,
RES001070,CLM002424,Rente SS,2496.58,2022-09-20,
RES001071,CLM002424,PE,1988.46,2025-01-18,2025-09-23
RES001072,CLM002425,Autre,2395.18,2025-08-21,
RES001073,CLM002426,Rente SS,1416.62,2025-06-10,
RES001074,CLM002428,PE,1190.04,2024-05-10,
RES001075,CLM002431,Rente SS,1146.16,2022-05-30,2023-08-27
RES001076,CLM002432,Rente SS,2078.75,2025-11-27,
RES001077,CLM002435,Salaire,2159.79,2023-08-15,
RES001078,CLM002435,Autre,2457.89,2024-06-27,
RES001079,CLM002435,Rente SS,758.35,2025-10-16,2025-11-17
RES001080,CLM002437,Autre,1572.83,2023-06-26,2024-09-07
RES001081,CLM002438,Rente SS,2469.77,2025-08-06,2025-10-06
RES001082,CLM002438,PE,2127.18,2025-07-03,
RES001083,CLM002452,Salaire,2143.96,2025-11-22,2025-12-31
RES001084,CLM002452,PE,1793.12,2025-10-17,2025-12-02
RES001085,CLM002454,PE,1605.52,2025-09-17,
RES001086,CLM002455,Autre,1101.95,2024-09-11,
RES001087,CLM002466,Rente SS,857.1,2025-09-06,2025-10-27
RES001088,CLM002466,PE,1298.78,2025-09-26,2025-11-15
RES001089,CLM002466,Autre,632.82,2024-05-28,2025-08-11
RES001090,CLM002468,Salaire,804.0,2024-07-18,
RES001091,CLM002469,Salaire,2042.76,2025-04-15,2025-07-23
RES001092,CLM002469,Rente SS,1979.12,2023-12-31,
RES001093,CLM002479,Salaire,2377.14,2025-04-03,2025-10-21
RES001094,CLM002479,Rente SS,320.6,2025-10-02,
RES001095,CLM002481,Rente SS,1103.91,2025-10-10,
RES001096,CLM002483,Rente SS,2002.53,2025-01-27,
RES001097,CLM002489,Rente SS,481.85,2025-05-13,2025-10-15
RES001098,CLM002489,PE,1691.01,2024-12-11,
RES001099,CLM002499,Rente SS,927.99,2024-06-27,
RES001100,CLM002499,PE,1202.19,2024-07-21,
RES001101,CLM002506,Salaire,2056.08,2024-11-26,2025-03-11
RES001102,CLM002506,Autre,368.55,2024-02-25,2025-08-04
RES001103,CLM002507,PE,1103.94,2025-04-06,
RES001104,CLM002509,PE,1557.76,2024-01-08,
RES001105,CLM002524,PE,1235.41,2025-10-19,
RES001106,CLM002531,Autre,1261.35,2024-05-03,
RES001107,CLM002533,PE,504.46,2024-05-07,2024-12-21
RES001108,CLM002541,PE,2108.43,2025-11-23,
RES001109,CLM002541,Rente SS,597.49,2025-11-27,
RES001110,CLM002543,Rente SS,1505.95,2025-03-28,
RES001111,CLM002546,PE,539.74,2025-05-23,
RES001112,CLM002546,Rente SS,650.65,2025-06-19,
RES001113,CLM002546,Salaire,1084.48,2024-01-27,
RES001114,CLM002547,Autre,682.86,2025-01-13,2025-12-27
RES001115,CLM002553,PE,1509.92,2024-05-05,2024-08-18
RES001116,CLM002554,Rente SS,1335.5,2024-02-29,
RES001117,CLM002555,Rente SS,1391.52,2023-09-11,2024-10-09
RES001118,CLM002555,Salaire,2280.18,2022-02-03,
RES001119,CLM002555,PE,1772.1,2022-10-29,2023-03-04
RES001120,CLM002556,Salaire,2468.96,2025-07-23,2025-10-11
RES001121,CLM002556,Rente SS,958.55,2025-09-30,
RES001122,CLM002559,Rente SS,891.97,2023-05-01,
RES001123,CLM002559,Salaire,2295.88,2024-02-10,
RES001124,CLM002561,Rente SS,1402.36,2023-12-05,
RES001125,CLM002565,PE,711.52,2025-08-23,
RES001126,CLM002565,Rente SS,1986.15,2024-01-18,
RES001127,CLM002579,Rente SS,982.91,2024-07-01,
RES001128,CLM002580,Rente SS,1115.52,2025-06-08,
RES001129,CLM002580,Salaire,1179.39,2025-10-15,
RES001130,CLM002580,Autre,385.03,2025-11-01,2025-12-26
RES001131,CLM002586,PE,2083.59,2025-10-20,
RES001132,CLM002586,Rente SS,809.63,2025-08-12,
RES001133,CLM002593,PE,1108.73,2024-04-17,
RES001134,CLM002593,Salaire,420.22,2025-02-08,
RES001135,CLM002596,Rente SS,1944.26,2024-12-14,
RES001136,CLM002596,PE,2298.77,2025-02-16,
RES001137,CLM002599,Salaire,347.69,2025-11-28,
RES001138,CLM002600,Rente SS,2342.35,2025-02-21,
RES001139,CLM002600,PE,706.05,2025-02-26,
RES001140,CLM002600,Salaire,1946.31,2024-12-24,2025-12-29
RES001141,CLM002604,Salaire,1366.3,2025-10-29,
RES001142,CLM002606,PE,1817.99,2025-09-03,
RES001143,CLM002616,Autre,530.77,2025-08-06,2025-09-18
RES001144,CLM002616,PE,937.71,2025-06-08,
RES001145,CLM002623,Autre,1440.16,2025-06-02,
RES001146,CLM002623,PE,2395.64,2025-09-04,2025-11-03
RES001147,CLM002627,Rente SS,609.38,2023-08-20,
RES001148,CLM002627,PE,1248.65,2025-02-19,
RES001149,CLM002627,Autre,1198.2,2025-07-20,
RES001150,CLM002632,PE,414.67,2024-02-26,2025-03-29
RES001151,CLM002636,Rente SS,1467.51,2023-07-10,2024-02-26
RES001152,CLM002637,Autre,1232.25,2025-08-25,
RES001153,CLM002637,Salaire,1259.58,2025-10-24,
RES001154,CLM002642,Rente SS,506.8,2025-07-07,2025-10-05
RES001155,CLM002643,Rente SS,1384.68,2025-03-12,
RES001156,CLM002643,Salaire,2234.33,2025-04-24,
RES001157,CLM002644,PE,1095.47,2025-03-21,2025-07-18
RES001158,CLM002644,Salaire,2098.04,2024-09-17,2025-08-25
RES001159,CLM002644,Autre,1035.26,2024-10-04,
RES001160,CLM002650,Salaire,535.28,2025-11-03,2025-12-13
RES001161,CLM002657,PE,1919.73,2025-08-16,2025-09-28
RES001162,CLM002657,Salaire,383.14,2025-11-01,
RES001163,CLM002657,Rente SS,1356.44,2024-08-01,2025-03-01
RES001164,CLM002661,Salaire,1923.92,2025-09-22,2025-12-26
RES001165,CLM002661,Autre,1085.94,2025-07-05,2025-10-18
RES001166,CLM002663,PE,894.21,2025-07-24,
RES001167,CLM002663,Rente SS,579.9,2025-10-25,
RES001168,CLM002665,Salaire,1203.35,2024-11-21,2025-08-01
RES001169,CLM002665,Rente SS,1761.95,2024-07-02,
RES001170,CLM002669,Salaire,667.46,2024-05-23,2025-02-20
RES001171,CLM002669,Autre,453.7,2025-08-19,2025-09-29
RES001172,CLM002677,Autre,1830.74,2025-08-09,
RES001173,CLM002677,PE,2011.93,2023-07-02,
RES001174,CLM002677,Rente SS,1093.02,2024-03-25,2025-03-24
RES001175,CLM002682,PE,1374.84,2023-03-28,
RES001176,CLM002682,Salaire,1959.65,2023-04-22,2025-07-25
RES001177,CLM002687,PE,914.05,2025-11-02,
RES001178,CLM002687,Salaire,1503.57,2024-12-10,2025-05-14
RES001179,CLM002689,Rente SS,2058.51,2025-10-27,
RES001180,CLM002697,Rente SS,1430.49,2025-07-11,
RES001181,CLM002698,Autre,1281.5,2023-09-10,
RES001182,CLM002704,Autre,424.39,2023-11-15,
RES001183,CLM002704,Salaire,987.38,2025-08-12,2025-12-28
RES001184,CLM002705,Autre,1186.08,2025-04-07,2025-05-10
RES001185,CLM002707,Salaire,1728.38,2024-06-14,2025-03-24
RES001186,CLM002707,Autre,1746.24,2025-09-13,
RES001187,CLM002708,PE,538.33,2025-10-24,
RES001188,CLM002712,Rente SS,520.85,2024-07-08,
RES001189,CLM002712,Salaire,866.44,2023-09-13,
RES001190,CLM002713,Rente SS,1763.94,2024-10-21,2024-11-25
RES001191,CLM002715,PE,1165.25,2025-07-07,2025-11-23
RES001192,CLM002715,Rente SS,2466.2,2025-10-18,
RES001193,CLM002715,Salaire,1806.52,2025-07-11,
RES001194,CLM002717,PE,802.92,2023-09-16,
RES001195,CLM002718,Rente SS,1730.33,2024-02-02,2024-05-07
RES001196,CLM002718,PE,341.69,2025-01-01,2025-08-01
RES001197,CLM002719,PE,1117.56,2025-11-28,2025-12-31
RES001198,CLM002723,PE,1698.29,2022-08-03,
RES001199,CLM002723,Rente SS,1566.59,2024-10-31,
RES001200,CLM002723,Salaire,316.5,2024-09-08,2025-09-08
RES001201,CLM002733,PE,2026.55,2025-11-05,2025-12-29
RES001202,CLM002733,Rente SS,1912.62,2025-10-03,2025-11-30
RES001203,CLM002734,PE,2161.23,2025-11-20,
RES001204,CLM002735,PE,1230.59,2025-08-23,2025-11-25
RES001205,CLM002735,Salaire,1737.97,2025-06-27,2025-08-01
RES001206,CLM002735,Rente SS,1869.89,2025-11-24,
RES001207,CLM002737,PE,2244.46,2024-08-19,
RES001208,CLM002742,Rente SS,581.85,2023-02-18,
RES001209,CLM002742,PE,837.21,2022-05-05,
RES001210,CLM002744,PE,1768.58,2025-11-06,
RES001211,CLM002744,Salaire,1333.38,2025-06-02,2025-11-22
RES001212,CLM002749,Rente SS,980.15,2023-05-20,
RES001213,CLM002754,Salaire,465.35,2025-08-05,
RES001214,CLM002754,PE,2184.6,2024-02-03,
RES001215,CLM002760,Rente SS,2066.82,2024-03-16,
RES001216,CLM002760,Salaire,2359.0,2023-07-11,
RES001217,CLM002761,Rente SS,1160.17,2025-07-18,
RES001218,CLM002761,Autre,1305.73,2025-10-31,
RES001219,CLM002762,Salaire,1671.71,2024-03-29,
RES001220,CLM002762,PE,1613.53,2025-08-26,
RES001221,CLM002763,Rente SS,1228.84,2025-09-11,2025-11-07
RES001222,CLM002766,Rente SS,1299.55,2025-10-29,2025-12-07
RES001223,CLM002766,Autre,1301.43,2025-11-14,
RES001224,CLM002766,Salaire,1762.88,2025-09-16,2025-10-16
RES001225,CLM002773,Autre,1496.56,2025-02-12,2025-08-18
RES001226,CLM002773,PE,861.17,2025-11-06,
RES001227,CLM002774,Rente SS,822.72,2025-10-01,2025-11-05
RES001228,CLM002778,Salaire,1540.2,2025-05-26,2025-08-20
RES001229,CLM002782,PE,505.63,2023-03-09,
RES001230,CLM002785,PE,1130.74,2023-04-15,
RES001231,CLM002786,Rente SS,1378.79,2025-11-20,2025-12-22
RES001232,CLM002786,PE,2066.14,2025-02-23,2025-06-27
RES001233,CLM002787,Salaire,1151.12,2025-07-30,2025-09-22
RES001234,CLM002787,PE,1194.78,2024-07-27,2025-06-23
RES001235,CLM002788,Rente SS,1701.33,2023-08-29,
RES001236,CLM002788,PE,656.15,2024-05-25,
RES001237,CLM002794,Autre,2049.59,2025-09-16,
RES001238,CLM002794,Salaire,2337.29,2024-12-26,
RES001239,CLM002803,PE,528.4,2024-04-04,
RES001240,CLM002803,Rente SS,332.79,2023-02-18,2024-11-14
RES001241,CLM002808,Rente SS,952.42,2024-12-18,
RES001242,CLM002808,PE,2264.98,2025-02-20,
RES001243,CLM002810,Rente SS,1123.87,2025-09-10,
RES001244,CLM002810,Autre,544.13,2025-04-25,2025-08-20
RES001245,CLM002812,PE,708.89,2024-07-25,
RES001246,CLM002812,Rente SS,869.8,2025-08-18,
RES001247,CLM002812,Salaire,1189.38,2025-02-22,2025-06-04
RES001248,CLM002816,Salaire,1526.41,2025-07-08,
RES001249,CLM002817,Rente SS,307.35,2024-01-25,2024-03-10
RES001250,CLM002821,PE,767.63,2025-03-23,2025-09-11
RES001251,CLM002821,Salaire,919.74,2025-03-03,2025-12-17
RES001252,CLM002823,Rente SS,323.99,2024-12-06,
RES001253,CLM002824,Rente SS,2021.44,2025-04-12,
RES001254,CLM002825,Rente SS,2432.57,2024-07-05,2025-01-07
RES001255,CLM002828,Autre,2302.39,2025-11-30,
RES001256,CLM002829,Rente SS,1013.22,2024-04-02,2024-10-05
RES001257,CLM002829,Salaire,2487.7,2023-06-15,
RES001258,CLM002836,PE,2425.99,2025-11-09,2025-12-19
RES001259,CLM002840,PE,703.67,2025-03-09,
RES001260,CLM002843,Salaire,2240.6,2024-11-16,
RES001261,CLM002843,Rente SS,1101.0,2025-10-22,
RES001262,CLM002844,Salaire,1612.48,2025-09-24,2025-10-29
RES001263,CLM002844,Rente SS,2351.19,2025-08-01,2025-11-10
RES001264,CLM002847,Salaire,1210.73,2024-09-07,2025-12-17
RES001265,CLM002847,PE,2052.77,2024-12-10,
RES001266,CLM002854,Salaire,2144.39,2025-10-31,2025-12-22
RES001267,CLM002854,Rente SS,1664.52,2025-03-20,
RES001268,CLM002857,Autre,1883.8,2025-06-14,2025-09-13
RES001269,CLM002861,Rente SS,433.86,2024-12-07,2025-07-18
RES001270,CLM002861,PE,1593.71,2024-05-03,
RES001271,CLM002863,Rente SS,1343.46,2025-07-01,2025-08-29
RES001272,CLM002863,PE,2413.09,2023-06-06,2025-10-18
RES001273,CLM002867,PE,1325.78,2025-10-18,2025-11-19
RES001274,CLM002869,Salaire,1577.03,2025-02-09,
RES001275,CLM002869,PE,2205.01,2025-09-03,
RES001276,CLM002869,Rente SS,2003.41,2024-05-20,2025-03-25
RES001277,CLM002870,PE,1517.14,2025-11-11,2025-12-23
RES001278,CLM002870,Rente SS,1809.33,2025-09-28,
RES001279,CLM002881,PE,1908.53,2025-07-28,2025-11-09
RES001280,CLM002881,Rente SS,486.17,2025-05-05,
RES001281,CLM002885,PE,1064.86,2025-05-30,2025-11-28
RES001282,CLM002886,Rente SS,2113.29,2025-01-01,2025-04-19
RES001283,CLM002896,PE,409.88,2024-07-05,
RES001284,CLM002900,Autre,1585.5,2024-06-17,
RES001285,CLM002900,Salaire,1504.08,2024-07-25,
RES001286,CLM002904,Rente SS,843.75,2025-01-24,
RES001287,CLM002904,PE,967.52,2024-01-15,2025-02-23
RES001288,CLM002905,PE,2369.93,2022-09-15,
RES001289,CLM002907,Rente SS,1144.53,2025-02-02,2025-04-23
RES001290,CLM002907,Salaire,351.95,2024-11-07,
RES001291,CLM002912,Autre,2186.09,2025-07-15,2025-11-07
RES001292,CLM002916,PE,1306.12,2025-11-13,
RES001293,CLM002917,PE,1965.35,2024-03-28,2024-07-30
RES001294,CLM002921,Rente SS,379.34,2025-06-18,
RES001295,CLM002931,Rente SS,2052.43,2025-02-07,2025-04-27
RES001296,CLM002931,PE,507.68,2025-09-22,
RES001297,CLM002935,Autre,2419.34,2025-09-28,2025-11-14
RES001298,CLM002936,PE,966.65,2025-06-06,
RES001299,CLM002938,PE,1167.13,2025-09-04,
RES001300,CLM002945,Salaire,1336.69,2025-11-22,
RES001301,CLM002947,Rente SS,2127.65,2025-05-31,
RES001302,CLM002947,PE,1279.48,2023-10-04,2024-06-17
RES001303,CLM002948,PE,1920.19,2025-12-01,2025-12-31
RES001304,CLM002952,Salaire,1577.34,2025-11-19,
RES001305,CLM002954,Salaire,2492.26,2024-09-18,
RES001306,CLM002956,PE,2205.4,2022-09-13,
RES001307,CLM002956,Salaire,975.15,2024-12-13,2025-02-25
RES001308,CLM002957,PE,818.04,2022-05-25,
RES001309,CLM002961,PE,678.35,2022-12-08,
RES001310,CLM002961,Rente SS,359.22,2022-11-10,
RES001311,CLM002969,Autre,670.09,2024-12-19,
RES001312,CLM002969,Rente SS,2260.14,2024-08-29,2025-05-08
RES001313,CLM002969,PE,2457.79,2024-07-27,
RES001314,CLM002970,PE,2160.71,2022-01-27,
RES001315,CLM002976,Salaire,1528.82,2025-09-01,
RES001316,CLM002976,Rente SS,906.1,2024-10-29,
RES001317,CLM002976,Autre,482.79,2024-11-09,
RES001318,CLM002980,PE,2301.16,2023-01-08,2024-03-07
RES001319,CLM002984,Salaire,2459.77,2024-02-24,2025-10-08
RES001320,CLM002984,PE,2013.36,2023-11-03,2024-03-02
RES001321,CLM002984,Rente SS,2281.78,2024-06-03,
RES001322,CLM002992,Salaire,1757.2,2025-07-13,
RES001323,CLM003000,Autre,749.85,2024-04-15,
RES001324,CLM003004,Salaire,1927.3,2025-11-24,
RES001325,CLM003014,Rente SS,1964.71,2025-09-20,2025-11-10
RES001326,CLM003014,PE,323.71,2025-11-18,2025-12-27
RES001327,CLM003017,Salaire,574.2,2025-07-17,
RES001328,CLM003024,PE,1759.41,2025-09-10,
RES001329,CLM003026,Rente SS,712.66,2022-09-12,
RES001330,CLM003026,Autre,1825.7,2022-06-13,
RES001331,CLM003026,Salaire,1376.24,2022-08-27,
RES001332,CLM003027,Rente SS,740.73,2023-11-03,2024-11-23
RES001333,CLM003028,Salaire,1916.75,2025-05-10,
RES001334,CLM003028,PE,2275.47,2025-11-21,2025-12-28
RES001335,CLM003029,PE,1167.5,2025-07-14,2025-11-20
RES001336,CLM003029,Rente SS,2297.83,2025-09-12,
RES001337,CLM003029,Salaire,1117.23,2025-11-02,2025-12-04
RES001338,CLM003030,Rente SS,1271.55,2024-05-27,2025-11-07
RES001339,CLM003030,PE,1948.81,2025-05-04,2025-06-12
RES001340,CLM003031,Autre,1183.03,2025-01-06,2025-07-27
RES001341,CLM003031,PE,2117.61,2024-01-21,
RES001342,CLM003035,Rente SS,1582.53,2025-03-28,2025-05-10
RES001343,CLM003040,Salaire,608.99,2025-11-26,2025-12-26
RES001344,CLM003045,Autre,1523.77,2025-05-29,
RES001345,CLM003048,Salaire,1780.28,2025-10-23,2025-11-28
RES001346,CLM003050,PE,1384.87,2024-08-18,2025-05-08
RES001347,CLM003051,PE,683.32,2025-10-10,
RES001348,CLM003056,Salaire,543.32,2025-11-25,2025-12-26
RES001349,CLM003056,Rente SS,1331.78,2025-08-24,
RES001350,CLM003056,PE,1272.39,2025-10-20,
RES001351,CLM003059,Rente SS,2084.51,2024-09-03,
RES001352,CLM003059,PE,1032.96,2025-02-25,2025-11-09
RES001353,CLM003064,PE,2007.12,2025-01-10,
RES001354,CLM003071,Rente SS,2386.56,2024-09-30,
RES001355,CLM003072,Autre,710.82,2022-08-27,
RES001356,CLM003072,PE,1698.25,2023-05-27,
RES001357,CLM003076,PE,1742.35,2024-11-16,2025-04-26
RES001358,CLM003076,Rente SS,818.25,2025-08-03,2025-11-20
RES001359,CLM003076,Salaire,1824.9,2025-09-26,
RES001360,CLM003082,Salaire,435.7,2025-02-04,2025-03-25
RES001361,CLM003082,PE,1686.63,2024-11-04,
RES001362,CLM003088,PE,1037.2,2025-04-20,
RES001363,CLM003098,PE,2462.23,2025-01-06,
RES001364,CLM003098,Salaire,2109.97,2025-10-29,2025-12-23
RES001365,CLM003103,Salaire,904.52,2024-12-31,
RES001366,CLM003105,Rente SS,1923.64,2025-04-19,
RES001367,CLM003105,PE,495.3,2024-11-29,
RES001368,CLM003105,Salaire,2425.76,2024-09-26,2025-08-09
RES001369,CLM003111,PE,1308.51,2024-06-16,2024-11-24
